[Stundenplan]
Tag;Stunde;Klasse;Lehrer;Raum;Fach
0;9;11WGeo;L843;C102W;WGe
0;9;11WWR;L407;C108;WW
0;9;11WSpo;L758;BIO;WSp
0;9;12Ku1;L770;KU2;Ku
0;9;12Ku2;L422;KU1;Ku
0;9;12Mu1;L637;MU1;Mu
0;10;12Tt;L926;P3;T
0;10;12Bm;L364;P2;B
0;10;12Vb1;L397;ERN;Vb
0;10;12Vb2;L758;ALEX;Vb
0;10;12Kle;L467;COJE;Kl
0;11;12Tt;L926;P3;T
0;11;12Bm;L364;P2;B
0;11;12Vb1;L397;ERN;Vb
0;11;12Vb2;L758;ALEX;Vb
0;11;12Kle;L467;COJE;Kl
1;1;5a;L435;A208;Geo
1;1;5b;L655;A204;E
1;1;5c;L703;A210;M
1;1;5d;L581;A203;M
1;1;6a;L182;A205;D
1;1;6b;L099;A207;M
1;1;6cL;L956;EE02;L
1;1;6cF;L774;AE07;F
1;1;6d;L299;C202;M
1;1;6e;L467;C101M;L
1;1;7a;L621;MU2;Mu
1;1;7b;L287;PHY2;Ph
1;1;7c;L960;AE06;D
1;1;7d;L255;A105;Geo
1;1;7e;L313;C201S;E
1;1;8aN;L612;A108;G
1;1;8bN;L189;A103;Geo
1;1;8cW;L470;A110;F
1;1;8dW;L834;BIO;B
1;1;9aN;L931;INF;Inf
1;1;9bN;L873;BIOÜ;B
1;1;9cW;L733;C102W;WR
1;1;9dW;L456;AE09;M
1;1;10aN;L929;C108;M
1;1;10bN;L502;PHY1;Ph
1;1;10cW;L843;C103G;Geo
1;1;11D1;L951;BU02;D
1;1;11D2;L316;C106;D
1;1;11D3;L194;A201;D
1;1;11D4;L608;AD01;D
1;1;12D3;L547;C105;D
1;1;12D2;L207;C107;D
1;1;12D1;L741;C203;D
1;1;12D4;L919;E101;D
1;2;5a;L621;MU2;Mu
1;2;7a;L420;PHY1;Ph
1;2;7b;L612;A107;G
1;2;7c;L191;AE06;G
1;2;7d;L508;A105;D
1;2;8aN;L255;C103G;Geo
1;2;8bN;L135;A104;G
1;2;8dW;L435;A103;WR
1;2;9bN;L733;C102W;WR
1;2;9cW;L926;CH;C
1;2;10bN;L758;BIOÜ;B
1;2;10cW;L834;BIO;B
1;2;11D1;L951;BU02;D
1;2;11D2;L316;C106;D
1;2;11D3;L194;A201;D
1;2;11D4;L608;AD01;D
1;2;12D3;L547;C105;D
1;2;12D2;L207;C107;D
1;2;12D1;L741;C203;D
1;2;12D4;L919;E101;D
1;3;5ac1Sm;L926;AN1;Sm
1;3;5abSw;L733;ERN;Sw
1;3;5bc2Sm;L467;P2;Sm
1;3;5cdSw;L316;ALEX;Sw
1;3;5c3dSm;L313;P3;Sm
1;3;6a;L901;A205;F
1;3;6b;L960;A207;E
1;3;6c;L758;BIOÜ;B
1;3;6d;L547;C201S;L
1;3;6e;L299;A201;M
1;3;7a;L843;C103G;Geo
1;3;7b;L621;MU2;Mu
1;3;7ceL;L986;EE01;L
1;3;7ceF;L919;AE06;F
1;3;7d;L581;A105;M
1;3;8a1;L287;PHÜ;Ph
1;3;8a2;L594;CHÜ;C
1;3;8bN;L255;A104;D
1;3;8cW;L135;A110;G
1;3;8d1;L655;A103;E
1;3;9aN;L258;E101;M
1;3;9bN;L729;EE02;M
1;3;9cW;L086;AE05;F
1;3;9dW;L136;PHY2;Ph
1;3;10aN;L753;C108;E
1;3;10bN;L182;C107;D
1;3;10cW;L637;MU1;Mu
1;3;11G1;L612;C105;G
1;3;11G3;L194;A210;G
1;3;11G4;L191;C202;G
1;3;11G2;L508;C106;G
1;3;12B3;L999;BIO;B
1;3;12C2;L834;CH;C
1;3;12Ph2;L502;PHY1;Ph
1;3;12Sps;L421;A203;Sp
1;4;6c;L637;MU1;Mu
1;4;7aF;L470;C203;F
1;4;7abL;L956;AE07;L
1;4;7bdF;L774;A107;F
1;4;7dL;L976;A105;L
1;4;8cW;L621;MU2;Mu
1;4;9dW;L397;C102W;WR
1;4;10cW;L456;PHY2;Ph
1;4;11G1;L612;C105;G
1;4;11G4;L191;C202;G
1;4;11G2;L508;C106;G
1;4;11Sk3;L207;C103G;Sk
1;4;12B1;L758;BIOÜ;B
1;4;12Ph1;L931;PHY1;Ph
1;4;12C1;L641;CH;C
1;4;12B2;L726;BIO;B
1;5;5a;L194;A208;D
1;5;5b;L547;A204;D
1;5;5c;L901;A210;E
1;5;5d;L421;A203;E
1;5;6a;L136;A205;S
1;5;6b;L951;A207;F
1;5;6c;L435;INF;Inf
1;5;6d;L741;C202;D
1;5;6e;L770;KU2;Ku
1;5;7a;L191;C203;D
1;5;7b;L287;C101M;M
1;5;7cdSw;L733;ERN;Sw
1;5;7cdSm;L397;AN1;Sm
1;5;7e;L729;EE01;M
1;5;8aN;L956;A108;L
1;5;8b1;L313;C201S;E
1;5;8cW;L834;BIO;B
1;5;8dW;L703;A103;M
1;5;9a1;L258;PHÜ;Ph
1;5;9a2;L726;CHÜ;C
1;5;9bN;L371;KU1;Ku
1;5;9cW;L456;AE05;M
1;5;9dW;L207;AE09;D
1;5;10aN;L569;C108;WR
1;5;10bN;L753;C107;E
1;5;10cW;L926;CH;C
1;5;11B1;L873;BIOÜ;B
1;5;11Mu2;L637;MU1;Mu
1;5;11psy2;L986;C103G;psy
1;5;11Inf;L502;ELearn;In
1;5;12Ev2;L099;C105;Ev
1;5;12Ev1;L128;E101;Ev
1;5;12Ev3;L443;C102W;Ev
1;5;12K;L182;C106;
1;6;5a;L703;A208;M
1;6;5b;L287;A204;M
1;6;5c;L999;BIO;NuT
1;6;5d;L299;A203;D
1;6;6a;L774;A105;E
1;6;6b;L612;A207;G
1;6;6d;L801;C202;E
1;6;7a;L191;C203;G
1;6;7b;L086;A107;E
1;6;7e;L255;EE01;Geo
1;6;8aN;L207;A108;D
1;6;8bN;L136;PHY2;Ph
1;6;8cW;L569;A110;WR
1;6;8dW;L621;MU2;Mu
1;6;9cW;L194;AE05;G
1;6;9dW;L834;CH;C
1;6;10ab1F;L951;BU02;F
1;6;10abcSp;L421;C107;Sp
1;6;10acL;L976;C101M;L
1;6;10bL;L547;C201S;L
1;6;10b2cF;L470;EE02;F
1;6;11B1;L873;BIOÜ;B
1;6;11Mu2;L637;MU1;Mu
1;6;11psy2;L986;C103G;psy
1;6;11Inf;L502;ELearn;In
1;6;12Ev2;L099;C105;Ev
1;6;12Ev1;L128;E101;Ev
1;6;12Ev3;L443;C102W;Ev
1;6;12K;L182;C106;
1;7;8bis10;L621;MU2;Cho
1;8;6abc;L919;AE05;IFF
1;8;10aN;L508;C108;G
1;8;10bN;L801;C102W;WR
1;8;10cW;L191;BU02;D
1;8;11E4;L086;C105;E
1;8;11Ph2;L502;PHY1;Ph
1;8;11B3;L594;BIO;B
1;8;12SpoT;L397;C106;Spo
1;8;5bis7;L655;AE09;SSp
1;8;9abcd;L421;AE07;Sp
1;8;5bis7;L999;CHÜ;Jufo
1;8;7und8;L420;PHÜ;MPlus
1;8;5bis7;L733;ERN;BeKü
1;8;5bis7;L641;BIOÜ;Jufo
1;8;7bis9;L422;ELearn;DiFo
1;8;OGS1;L797;A203;HBet
1;8;OGS2;L519;A204;HBet
1;8;OGS3;L628;A205;HBet
1;8;OGS4;L123;A207;HBet
1;8;OGS5;L150;A208;HBet
1;8;OGS6;L103;A210;HBet
1;8;OGS7;L491;A201;HBet
1;8;FIELLA;L642;AE06;Tast
1;9;6abc;L919;AE05;FPlus
1;9;10aN;L641;CH;C
1;9;10bN;L637;MU1;Mu
1;9;10cW;L136;C107;M
1;9;11E4;L086;C105;E
1;9;11B3;L594;BIO;B
1;9;5bis7;L655;AE09;SSp
1;9;9abcd;L421;AE07;Sp
1;9;7bis9;L502;FOTO;Robo
1;9;7und8;L420;PHÜ;MPlus
1;9;5bis7;L733;ERN;BeKü
1;9;7und8;L926;CHÜ;CWerk
1;9;7bis9;L422;ELearn;DiFo
1;10;11psy1;L986;C108;psy
1;10;11SpoT;L397;C106;Spo
1;10;8bis10;L919;AE09;SSp
1;10;7bis9;L502;FOTO;Robo
1;11;11psy1;L986;C108;psy
1;11;11SpoT;L397;C106;Spo
1;11;8bis10;L919;AE09;SSp
2;1;5a;L703;A208;M
2;1;5b;L547;MU2;Mu
2;1;5c;L901;A210;E
2;1;5d;L421;A203;E
2;1;6a;L770;KU2;Ku
2;1;6b;L364;A207;D
2;1;6c;L443;AE07;E
2;1;6d;L299;C202;MInt
2;1;6e;L976;A201;D
2;1;7a;L191;C203;D
2;1;7b;L086;A107;E
2;1;7c;L258;AE06;M
2;1;7d;L508;A105;D
2;1;7e;L729;EE01;M
2;1;8aN;L456;A108;M
2;1;8bN;L999;BIOÜ;B
2;1;8cW;L569;C103G;Geo
2;1;8dW;L182;C101M;D
2;1;9aN;L947;E101;D
2;1;9bN;L612;EE02;E
2;1;9cW;L255;AE05;D
2;1;9dW;L194;AE09;G
2;1;10ac1Sm;L926;ERN;Sm
2;1;10abcSw;L316;ALEX;Sw
2;1;10bc2Sm;L397;AN1;Sm
2;1;11B2;L758;BIO;B
2;1;11Sps;L470;A103;Sp
2;1;11C;L726;CHÜ;
2;1;11Ph1;L287;PHY1;Ph
2;1;12F;L951;BU02;
2;1;12L;L467;C105;
2;2;5b;L655;A204;E
2;2;5d1;L581;A203;MInt
2;2;5d2;L992;A201;MInt
2;2;6c;L135;AE07;G
2;2;6d;L547;C201S;L
2;2;6e;L834;BIOÜ;B
2;2;8bN;L999;CH;C
2;2;8cW;L929;PHY2;Ph
2;2;9dW;L207;AE09;Sk
2;2;11B2;L758;BIO;B
2;2;11Sps;L470;A103;Sp
2;2;11C;L726;CHÜ;
2;2;11Ph1;L287;PHY1;Ph
2;2;12F;L951;BU02;
2;2;12L;L467;C105;
2;3;5a1;L194;A208;DInt
2;3;5a2;L019;A207;EInt
2;3;5a3;L992;AE07;Int
2;3;5b;L189;A204;Geo
2;3;5c;L703;A210;M
2;3;5d;L621;MU2;Mu
2;3;6a;L949;A205;MInt
2;3;6b;L999;BIO;B
2;3;6c;L770;KU2;Ku
2;3;6d;L801;C202;E
2;3;6e;L299;A201;M
2;3;7abeSw;L316;ALEX;Sw
2;3;7ab1Sm;L926;ERN;Sm
2;3;7b2eSm;L313;P3;Sm
2;3;7c;L960;AE06;D
2;3;7d;L135;A105;E
2;3;8aN;L207;A108;D
2;3;8bdL;L986;A103;L
2;3;8b1dF;L919;C103G;F
2;3;8b2F;L901;A104;F
2;3;8c1;L608;A110;E
2;3;9aN;L726;BIOÜ;B
2;3;9b1;L456;PHÜ;Ph
2;3;9b2;L873;CHÜ;C
2;3;9cW;L655;AE05;E
2;3;9dW;L397;ELearn;WIn
2;3;10ab1F;L951;BU02;F
2;3;10abcSp;L421;C107;Sp
2;3;10acL;L976;C106;L
2;3;10bL;L547;C201S;L
2;3;10b2cF;L470;EE02;F
2;3;11M1;L258;A203;M
2;3;11M2;L581;AE09;M
2;3;11M3;L287;C101M;M
2;3;11M4;L931;C102W;M
2;3;12M3;L136;C105;M
2;3;12M2;L420;A107;M
2;3;12M1;L929;E101;M
2;3;12M4;L729;C203;M
2;4;5a;L194;A208;D
2;4;5b1;L299;A204;MInt
2;4;5b2;L992;A205;MInt
2;4;5c;L621;MU2;Mu
2;4;5d;L834;BIO;NuT
2;4;6a;L999;BIOÜ;B
2;4;6b;L099;A207;MInt
2;4;6c;L703;AE07;D
2;4;6e;L443;A201;E
2;4;9aN;L726;CH;C
2;4;11M1;L258;A203;M
2;4;11M2;L581;AE09;M
2;4;11M3;L287;C101M;M
2;4;11M4;L931;C102W;M
2;4;12M3;L136;C105;M
2;4;12M2;L420;A107;M
2;4;12M1;L929;E101;M
2;4;12M4;L729;C203;M
2;5;5a;L019;A208;E
2;5;5b1;L547;A204;DInt
2;5;5b2;L655;A103;EInt
2;5;5b3;L992;A105;Int
2;5;5c;L753;A210;D
2;5;5d;L299;A203;D
2;5;6abcdeK;L956;AE07;K
2;5;6abcdeEth;L947;C202;Eth
2;5;6ac1Ev;L749;A205;Ev
2;5;6bc2e2Ev;L443;A207;Ev
2;5;6de1Ev;L099;A201;Ev
2;5;7a1;L048;C203;EInt
2;5;7a2;L421;AE09;EInt
2;5;7b;L621;MU2;Mu
2;5;7c;L612;AE06;E
2;5;7d;L420;PHÜ;Ph
2;5;7e;L976;EE01;D
2;5;8aN;L287;PHY2;Ph
2;5;8bN;L255;A104;D
2;5;8cW;L919;A110;D
2;5;8dW;L435;INF;WIn
2;5;9aN;L801;C102W;WR
2;5;9bN;L960;EE02;D
2;5;9cW;L733;ELearn;WIn
2;5;9dW;L873;CHÜ;B
2;5;10aN;L191;C108;Sk
2;5;10bN;L182;C107;D
2;5;10cW;L207;C103G;Sk
2;5;11Ku1;L770;KU2;Ku
2;5;11Ku2;L371;KU1;Ku
2;5;11Mu1;L637;MU1;Mu
2;5;12B1;L758;BIOÜ;B
2;5;12Ph1;L931;PHY1;Ph
2;5;12C1;L641;CH;C
2;5;12B2;L726;BIO;B
2;6;6;L182;BU02;
2;6;5ac1Ev;L407;A208;Ev
2;6;5abcdEth;L960;A210;Eth
2;6;5bEv;L749;A204;Ev
2;6;5c2dEv;L443;A203;Ev
2;6;6a;L901;A205;F
2;6;6b;L951;A207;F
2;6;6c;L502;AE07;MInt
2;6;6d;L612;C202;G
2;6;6e;L467;C101M;L
2;6;7a;L099;C203;M
2;6;7b;L316;A107;D
2;6;7c;L621;MU2;Mu
2;6;7d;L508;A105;G
2;6;7e;L420;PHÜ;Ph
2;6;8a1;L421;A108;E
2;6;8bN;L703;A104;M
2;6;8cW;L456;A110;M
2;6;9aF;L741;E101;F
2;6;9abL;L956;EE02;L
2;6;9bdF;L470;AE09;F
2;6;9dL;L547;C201S;L
2;6;10aN;L364;C108;D
2;6;10bN;L255;C103G;Geo
2;6;10cW;L801;C102W;WR
2;6;11Ku1;L770;KU2;Ku
2;6;11Ku2;L371;KU1;Ku
2;6;11Mu1;L637;MU1;Mu
2;6;12B1;L758;BIOÜ;B
2;6;12Ph1;L931;PHY1;Ph
2;6;12C1;L641;CH;C
2;6;12B2;L726;BIO;B
2;8;7abcde;L741;AE05;IFF
2;8;8ad1Ev;L749;A108;Ev
2;8;8abcdK;L956;A103;K
2;8;8abcdEth;L255;C103G;Eth
2;8;8bd2Ev;L099;A104;Ev
2;8;8cd3Ev;L443;A110;Ev
2;8;9aN;L371;KU2;Ku
2;8;9bN;L931;INF;Inf
2;8;9cW;L136;PHY1;Ph
2;8;9dW;L456;AE09;M
2;8;11PPh;L502;PHÜ;PP
2;8;11PK;L182;C102W;P
2;8;11PG;L191;C106;P
2;8;11PC;L873;CHÜ;P
2;8;11PKu;L422;KU1;PK
2;8;11PB;L726;BIOÜ;P
2;8;11PE;L655;C203;P
2;8;5bis7;L729;MZR;Scha
2;8;5bis7;L459;AN1;Hb
2;8;5bis7;L733;AN2;GT
2;8;5abcd;L753;H101;DFö
2;8;OGS1;L797;A203;HBet
2;8;OGS2;L519;A204;HBet
2;8;OGS3;L628;A205;HBet
2;8;OGS4;L123;A207;HBet
2;8;OGS5;L150;A208;HBet
2;8;OGS6;L103;A210;HBet
2;8;OGS7;L491;A201;HBet
2;9;9cW;L456;AE05;M
2;9;9dW;L136;PHY1;Ph
2;9;11PPh;L502;PHÜ;PP
2;9;11PK;L182;C102W;P
2;9;11PG;L191;C106;P
2;9;11PC;L873;CHÜ;P
2;9;11PKu;L422;KU1;PK
2;9;11PB;L726;BIOÜ;P
2;9;11PE;L655;C203;P
2;9;5bis7;L459;AN1;Hb
2;9;5bis7;L733;AN2;GT
3;1;5a;L703;A208;M
3;1;5b;L547;A204;D
3;1;5c;L753;A210;D
3;1;5d;L770;KU2;Ku
3;1;6a;L135;A205;G
3;1;6b;L364;A207;D
3;1;6c;L443;AE07;E
3;1;6d;L741;C202;D
3;1;6e;L976;A201;D
3;1;7a;L191;C203;G
3;1;7b;L435;C101M;Geo
3;1;7c1;L612;AE06;EInt
3;1;7c2;L801;AE05;EInt
3;1;7d;L581;A105;M
3;1;7e;L422;KU1;Ku
3;1;8aN;L207;A108;D
3;1;8bdL;L986;A103;L
3;1;8b1dF;L919;C105;F
3;1;8b2F;L901;A104;F
3;1;8cW;L456;A110;M
3;1;9aN;L048;E101;E
3;1;9bN;L960;EE02;D
3;1;9cW;L726;BIOÜ;B
3;1;9dW;L608;AE09;E
3;1;10aN;L569;C102W;WR
3;1;10bN;L637;MU1;Mu
3;1;10cW;L136;C107;M
3;1;11La1;L467;AN1;La
3;1;11La2;L316;AN2;La
3;1;11Sw;L189;BAD;S
3;1;11Gt;L733;ERN;G
3;1;11Vb;L926;ALEX;V
3;1;12B3;L999;BIO;B
3;1;12C2;L834;CH;C
3;1;12Ph2;L502;PHY1;Ph
3;1;12Sps;L421;A203;Sp
3;2;5a;L194;A208;D
3;2;5c;L901;A210;E
3;2;6a;L621;MU2;Mu
3;2;6b;L612;A207;G
3;2;6e;L637;MU1;Mu
3;2;7a;L099;C203;M
3;2;7b;L287;PHÜ;Ph
3;2;7c;L435;C101M;Geo
3;2;8aN;L758;BIOÜ;B
3;2;8bN;L703;A104;M
3;2;8cW;L569;A110;WR
3;2;8d1;L655;A103;E
3;2;9aN;L135;E101;G
3;2;9cW;L207;AE05;Sk
3;2;10aN;L753;C108;E
3;2;10bN;L801;C102W;WR
3;2;11La1;L467;AN1;La
3;2;11La2;L316;AN2;La
3;2;11Sw;L189;BAD;S
3;2;11Gt;L733;ERN;G
3;2;11Vb;L926;ALEX;V
3;2;12B3;L999;BIO;B
3;2;12C2;L834;CH;C
3;2;12Ph2;L502;PHY1;Ph
3;2;12Sps;L421;A203;Sp
3;3;5a1;L873;CHÜ;NuT
3;3;5a1;L189;BAD;Schwi
3;3;5a2;L888;BAD2;Schwi
3;3;5a2;L726;BIOÜ;NuT
3;3;5b1;L726;BIOÜ;NuT
3;3;5b1;L189;BAD;Schwi
3;3;5b2;L888;BAD2;Schwi
3;3;5b2;L999;CHÜ;NuT
3;3;5c;L299;KU1;Ku
3;3;5d;L421;A203;E
3;3;6a;L774;A205;E
3;3;6b;L951;A207;F
3;3;6c;L703;AE07;D
3;3;6d;L801;C202;E
3;3;6e;L443;A201;E
3;3;7a;L048;C203;E
3;3;7b;L316;A107;D
3;3;7c;L258;PHÜ;Ph
3;3;7d;L770;KU2;Ku
3;3;7e;L637;MU1;Mu
3;3;8aSm;L467;AN1;Sm
3;3;8adSw;L733;ERN;Sw
3;3;8bcSw;L758;ALEX;Sw
3;3;8bd1Sm;L926;AN2;Sm
3;3;8cd2Sm;L313;P2;Sm
3;3;9aF;L741;E101;F
3;3;9abL;L956;EE02;L
3;3;9bdF;L470;AE09;F
3;3;9cW;L456;AE05;M
3;3;9dL;L547;C201S;L
3;3;10aN;L364;C108;D
3;3;10bN;L502;PHY1;Ph
3;3;10cW;L191;BU02;D
3;3;11E1;L960;A204;E
3;3;11E2;L135;C105;E
3;3;11F;L655;C103G;
3;3;11E3;L753;C106;E
3;3;11L;L976;C107;
3;3;12WR1;L435;AD01;WR
3;3;12Geo2;L569;C101M;Geo
3;3;12Geo1;L581;AE06;Geo
3;3;12WR2;L843;C102W;WR
3;4;6d;L621;MU2;Mu
3;4;7e;L255;EE01;Geo
3;4;11E1;L960;A204;E
3;4;11E2;L135;C105;E
3;4;11F;L655;C103G;
3;4;11E3;L753;C106;E
3;4;11L;L976;C107;
3;4;12WR1;L435;AD01;WR
3;4;12Geo2;L569;C101M;Geo
3;4;12Geo1;L581;AE06;Geo
3;4;12WR2;L843;C102W;WR
3;5;5a;L621;MU2;Mu
3;5;5b;L655;A204;E
3;5;5c1;L999;BIOÜ;NuT
3;5;5c1;L189;BAD;Schwi
3;5;5c2;L888;BAD2;Schwi
3;5;5c2;L834;CHÜ;NuT
3;5;5d1;L834;BIOÜ;NuT
3;5;5d1;L189;BAD;Schwi
3;5;5d2;L888;BAD2;Schwi
3;5;5d2;L999;CHÜ;NuT
3;5;6a;L136;A205;M
